Core,,Name,1-99,100-499,500-999,1000-1999,2000-4999,,,,,,
M0M23,,NANO110KE3BN,3.45,2.65,2.21,2.00,1.93,,76.80%,64.00%,58.00%,56.00%,0.00%
M0M23,,NANO110SC2BN,2.45,1.88,1.57,1.42,1.37,,76.80%,64.00%,58.00%,56.00%,0.00%
M0M23,,NANO110SD2BN,2.60,2.00,1.66,1.51,1.46,,76.80%,64.00%,58.00%,56.00%,0.00%
M0M23,,NANO110SE3BN,2.88,2.21,1.84,1.67,1.61,,76.80%,64.00%,58.00%,56.00%,0.00%
M0M23,,NANO112LB1AN,2.15,1.65,1.38,1.25,1.20,,76.80%,64.00%,58.00%,56.00%,0.00%
M0M23,,NANO112LC2AN,2.30,1.77,1.47,1.33,1.29,,76.80%,64.00%,58.00%,56.00%,0.00%
M0M23,,NANO112RC2AN,2.45,1.88,1.57,1.42,1.37,,76.80%,64.00%,58.00%,56.00%,0.00%
M0M23,,NANO112SB1AN,2.23,1.71,1.42,1.29,1.25,,76.80%,64.00%,58.00%,56.00%,0.00%
M0M23,,NANO112SC2AN,2.35,1.80,1.50,1.36,1.32,,76.80%,64.00%,58.00%,56.00%,0.00%
M0M23,,NANO112VC2AN,2.73,2.09,1.74,1.58,1.53,,76.80%,64.00%,58.00%,56.00%,0.00%
M0M23,,NANO120KD3BN,3.18,2.44,2.03,1.84,1.78,,76.80%,64.00%,58.00%,56.00%,0.00%
M0M23,,NANO120KE3BN,3.30,2.53,2.11,1.91,1.85,,76.80%,64.00%,58.00%,56.00%,0.00%
M0M23,,NANO120LC2BN,2.15,1.65,1.38,1.25,1.20,,76.80%,64.00%,58.00%,56.00%,0.00%
M0M23,,NANO120LD2BN,2.30,1.77,1.47,1.33,1.29,,76.80%,64.00%,58.00%,56.00%,0.00%
M0M23,,NANO120LD3BN,2.45,1.88,1.57,1.42,1.37,,76.80%,64.00%,58.00%,56.00%,0.00%
M0M23,,NANO120LE3BN,2.60,2.00,1.66,1.51,1.46,,76.80%,64.00%,58.00%,56.00%,0.00%
M0M23,,NANO120SC2BN,2.30,1.77,1.47,1.33,1.29,,76.80%,64.00%,58.00%,56.00%,0.00%
M0M23,,NANO120SE3BN,2.73,2.09,1.74,1.58,1.53,,76.80%,64.00%,58.00%,56.00%,0.00%
M0M23,,NANO130KC2BN,3.03,2.32,1.94,1.75,1.69,,76.80%,64.00%,58.00%,56.00%,0.00%
M0M23,,NANO130KD2BN,3.18,2.44,2.03,1.84,1.78,,76.80%,64.00%,58.00%,56.00%,0.00%
M0M23,,NANO130KD3BN,3.30,2.53,2.11,1.91,1.85,,76.80%,64.00%,58.00%,56.00%,0.00%
M0M23,,NANO130KE3BN,3.45,2.65,2.21,2.00,1.93,,76.80%,64.00%,58.00%,56.00%,0.00%
M0M23,,NANO130SC2BN,2.45,1.88,1.57,1.42,1.37,,76.80%,64.00%,58.00%,56.00%,0.00%
M0M23,,NANO130SD2BN,2.60,2.00,1.66,1.51,1.46,,76.80%,64.00%,58.00%,56.00%,0.00%
M0M23,,NANO130SD3BN,2.73,2.09,1.74,1.58,1.53,,76.80%,64.00%,58.00%,56.00%,0.00%
M0M23,,NANO130SE3BN,2.88,2.21,1.84,1.67,1.61,,76.80%,64.00%,58.00%,56.00%,0.00%
M0M23,,NANO100LC2AN,2.08,1.59,1.33,1.20,1.16,,76.80%,64.00%,58.00%,56.00%,0.00%
M0M23,,NUC029FAE,1.00,0.77,0.64,0.58,0.56,,76.80%,64.00%,58.00%,56.00%,0.00%
M0M23,,NUC029KGE,3.18,2.44,2.03,1.84,1.78,,76.80%,64.00%,58.00%,56.00%,0.00%
M0M23,,NUC029LAN,1.50,1.15,0.96,0.87,0.84,,76.80%,64.00%,58.00%,56.00%,0.00%
M0M23,,NUC029LDE,2.03,1.56,1.30,1.17,1.13,,76.80%,64.00%,58.00%,56.00%,0.00%
M0M23,,NUC029LEE,2.30,1.77,1.47,1.33,1.29,,76.80%,64.00%,58.00%,56.00%,0.00%
M0M23,,NUC029LGE,2.60,2.00,1.66,1.51,1.46,,76.80%,64.00%,58.00%,56.00%,0.00%
M0M23,,NUC029NAN,1.88,1.44,1.20,1.09,1.05,,76.80%,64.00%,58.00%,56.00%,0.00%
M0M23,,NUC029SDE,2.15,1.65,1.38,1.25,1.20,,76.80%,64.00%,58.00%,56.00%,0.00%
M0M23,,NUC029SEE,2.45,1.88,1.57,1.42,1.37,,76.80%,64.00%,58.00%,56.00%,0.00%
M0M23,,NUC029SGE,2.73,2.09,1.74,1.58,1.53,,76.80%,64.00%,58.00%,56.00%,0.00%
M0M23,,NUC029TAN,1.30,1.00,0.83,0.75,0.73,,76.80%,64.00%,58.00%,56.00%,0.00%
M0M23,,NUC029ZAN,1.45,1.11,0.93,0.84,0.81,,76.80%,64.00%,58.00%,56.00%,0.00%
M0M23,,NUC100LC1DN,2.53,1.94,1.62,1.46,1.41,,76.80%,64.00%,58.00%,56.00%,0.00%
M0M23,,NUC100LE3DN,3.95,3.03,2.53,2.29,2.21,,76.80%,64.00%,58.00%,56.00%,0.00%
M0M23,,NUC100RC1DN,3.05,2.34,1.95,1.77,1.71,,76.80%,64.00%,58.00%,56.00%,0.00%
M0M23,,NUC100RD1DN,3.45,2.65,2.21,2.00,1.93,,76.80%,64.00%,58.00%,56.00%,0.00%
M0M23,,NUC100RD2DN,3.63,2.78,2.32,2.10,2.03,,76.80%,64.00%,58.00%,56.00%,0.00%
M0M23,,NUC100RE3DN,4.23,3.24,2.70,2.45,2.37,,76.80%,64.00%,58.00%,56.00%,0.00%
M0M23,,NUC100VE3DN,4.68,3.59,2.99,2.71,2.62,,76.80%,64.00%,58.00%,56.00%,0.00%
M0M23,,NUC120LC1DN,3.03,2.32,1.94,1.75,1.69,,76.80%,64.00%,58.00%,56.00%,0.00%
M0M23,,NUC120LD2DN,3.75,2.88,2.40,2.18,2.10,,76.80%,64.00%,58.00%,56.00%,0.00%
M0M23,,NUC120LE3DN,4.23,3.24,2.70,2.45,2.37,,76.80%,64.00%,58.00%,56.00%,0.00%
M0M23,,NUC120RC1DN,3.45,2.65,2.21,2.00,1.93,,76.80%,64.00%,58.00%,56.00%,0.00%
M0M23,,NUC120RD2DN,3.88,2.98,2.48,2.25,2.17,,76.80%,64.00%,58.00%,56.00%,0.00%
M0M23,,NUC120RE3DN,4.55,3.49,2.91,2.64,2.55,,76.80%,64.00%,58.00%,56.00%,0.00%
M0M23,,NUC120VE3DN,4.98,3.82,3.18,2.89,2.79,,76.80%,64.00%,58.00%,56.00%,0.00%
M0M23,,NUC121LC2AE,1.68,1.29,1.07,0.97,0.94,,76.80%,64.00%,58.00%,56.00%,0.00%
M0M23,,NUC121SC2AE,1.85,1.42,1.18,1.07,1.04,,76.80%,64.00%,58.00%,56.00%,0.00%
M0M23,,NUC121ZC2AE,1.53,1.17,0.98,0.88,0.85,,76.80%,64.00%,58.00%,56.00%,0.00%
M0M23,,NUC123SD4AN0,1.63,1.25,1.04,0.94,0.91,,76.80%,64.00%,58.00%,56.00%,0.00%
M0M23,,NUC125LC2AE,1.68,1.29,1.07,0.97,0.94,,76.80%,64.00%,58.00%,56.00%,0.00%
M0M23,,NUC125SC2AE,1.85,1.42,1.18,1.07,1.04,,76.80%,64.00%,58.00%,56.00%,0.00%
M0M23,,NUC125ZC2AE,1.53,1.17,0.98,0.88,0.85,,76.80%,64.00%,58.00%,56.00%,0.00%
M0M23,,NUC126LG4AE,2.88,2.21,1.84,1.67,1.61,,76.80%,64.00%,58.00%,56.00%,0.00%
M0M23,,NUC126SG4AE,3.18,2.44,2.03,1.84,1.78,,76.80%,64.00%,58.00%,56.00%,0.00%
M0M23,,NUC12SRE3DE,5.00,3.84,3.20,2.90,2.80,,76.80%,64.00%,58.00%,56.00%,0.00%
M0M23,,NUC131LC2AE,2.30,1.77,1.47,1.33,1.29,,76.80%,64.00%,58.00%,56.00%,0.00%
M0M23,,NUC131LD2AE,2.43,1.86,1.55,1.41,1.36,,76.80%,64.00%,58.00%,56.00%,0.00%
M0M23,,NUC131SC2AE,2.48,1.90,1.58,1.44,1.39,,76.80%,64.00%,58.00%,56.00%,0.00%
M0M23,,NUC131SD2AE,2.60,2.00,1.66,1.51,1.46,,76.80%,64.00%,58.00%,56.00%,0.00%
M0M23,,NUC200LC2AN,2.03,1.56,1.30,1.17,1.13,,76.80%,64.00%,58.00%,56.00%,0.00%
M0M23,,NUC200LD2AN,2.15,1.65,1.38,1.25,1.20,,76.80%,64.00%,58.00%,56.00%,0.00%
M0M23,,NUC200LE3AN,2.15,1.65,1.38,1.25,1.20,,76.80%,64.00%,58.00%,56.00%,0.00%
M0M23,,NUC200SC2AN,2.30,1.77,1.47,1.33,1.29,,76.80%,64.00%,58.00%,56.00%,0.00%
M0M23,,NUC200SD2AN,2.45,1.88,1.57,1.42,1.37,,76.80%,64.00%,58.00%,56.00%,0.00%
M0M23,,NUC200SE3AN,2.60,2.00,1.66,1.51,1.46,,76.80%,64.00%,58.00%,56.00%,0.00%
M0M23,,NUC200VE3AN,2.88,2.21,1.84,1.67,1.61,,76.80%,64.00%,58.00%,56.00%,0.00%
M0M23,,NUC220LE3AN,2.15,1.65,1.38,1.25,1.20,,76.80%,64.00%,58.00%,56.00%,0.00%
M0M23,,NUC220SC2AN,2.30,1.77,1.47,1.33,1.29,,76.80%,64.00%,58.00%,56.00%,0.00%
M0M23,,NUC220SD2AN,2.45,1.88,1.57,1.42,1.37,,76.80%,64.00%,58.00%,56.00%,0.00%
M0M23,,NUC220SE3AN,2.60,2.00,1.66,1.51,1.46,,76.80%,64.00%,58.00%,56.00%,0.00%
M0M23,,NUC220VE3AN,2.88,2.21,1.84,1.67,1.61,,76.80%,64.00%,58.00%,56.00%,0.00%
M0M23,,NUC230LC2AE,3.03,2.32,1.94,1.75,1.69,,76.80%,64.00%,58.00%,56.00%,0.00%
M0M23,,NUC230LD2AE,3.18,2.44,2.03,1.84,1.78,,76.80%,64.00%,58.00%,56.00%,0.00%
M0M23,,NUC230LE3AE,3.45,2.65,2.21,2.00,1.93,,76.80%,64.00%,58.00%,56.00%,0.00%
M0M23,,NUC230SC2AE,3.18,2.44,2.03,1.84,1.78,,76.80%,64.00%,58.00%,56.00%,0.00%
M0M23,,NUC230SE3AE,3.60,2.76,2.30,2.09,2.02,,76.80%,64.00%,58.00%,56.00%,0.00%
M0M23,,NUC230VE3AE,3.88,2.98,2.48,2.25,2.17,,76.80%,64.00%,58.00%,56.00%,0.00%
M0M23,,NUC240LC2AE,3.30,2.53,2.11,1.91,1.85,,76.80%,64.00%,58.00%,56.00%,0.00%
M0M23,,NUC240LD2AE,3.45,2.65,2.21,2.00,1.93,,76.80%,64.00%,58.00%,56.00%,0.00%
M0M23,,NUC240LE3AE,3.75,2.88,2.40,2.18,2.10,,76.80%,64.00%,58.00%,56.00%,0.00%
M0M23,,NUC240SC2AE,3.45,2.65,2.21,2.00,1.93,,76.80%,64.00%,58.00%,56.00%,0.00%
M0M23,,NUC240SD2AE,3.75,2.88,2.40,2.18,2.10,,76.80%,64.00%,58.00%,56.00%,0.00%
M0M23,,NUC240SE3AE,3.88,2.98,2.48,2.25,2.17,,76.80%,64.00%,58.00%,56.00%,0.00%
M0M23,,NUC240VE3AE,4.18,3.21,2.67,2.42,2.34,,76.80%,64.00%,58.00%,56.00%,0.00%
M0M23,,M032KIAAE,4.05,3.11,2.59,2.35,2.27,,76.80%,64.00%,58.00%,56.00%,0.00%
M0M23,,M032LC2AE,0.90,0.69,0.58,0.52,0.50,,76.80%,64.00%,58.00%,56.00%,0.00%
M0M23,,M032TD2AE,0.93,0.71,0.59,0.54,0.52,,76.80%,64.00%,58.00%,56.00%,0.00%
M0M23,,M0A21EB1AC,1.38,1.06,0.88,0.80,0.77,,76.80%,64.00%,58.00%,56.00%,0.00%
M0M23,,M0A21EC1AC,1.53,1.17,0.98,0.88,0.85,,76.80%,64.00%,58.00%,56.00%,0.00%
M0M23,,M0A21OC1AC,1.38,1.06,0.88,0.80,0.77,,76.80%,64.00%,58.00%,56.00%,0.00%
M0M23,,M0A21OB1AC,1.30,1.00,0.83,0.75,0.73,,76.80%,64.00%,58.00%,56.00%,0.00%
M0M23,,M0A23OC1AC,1.45,1.11,0.93,0.84,0.81,,76.80%,64.00%,58.00%,56.00%,0.00%
M0M23,,NUC131SD2AEU,3.18,2.44,2.03,1.84,1.78,,76.80%,64.00%,58.00%,56.00%,0.00%
M0M23,,M251EC2AE,1.10,0.84,0.70,0.64,0.62,,76.80%,64.00%,58.00%,56.00%,0.00%
M0M23,,M251FC2AE,1.00,0.77,0.64,0.58,0.56,,76.80%,64.00%,58.00%,56.00%,0.00%
M0M23,,M251KE3AE,2.00,1.54,1.28,1.16,1.12,,76.80%,64.00%,58.00%,56.00%,0.00%
M0M23,,M251LC2AE,1.45,1.11,0.93,0.84,0.81,,76.80%,64.00%,58.00%,56.00%,0.00%
M0M23,,M251LE3AE,1.63,1.25,1.04,0.94,0.91,,76.80%,64.00%,58.00%,56.00%,0.00%
M0M23,,M251LG6AE,2.13,1.63,1.36,1.23,1.19,,76.80%,64.00%,58.00%,56.00%,0.00%
M0M23,,M251SC2AE,1.50,1.15,0.96,0.87,0.84,,76.80%,64.00%,58.00%,56.00%,0.00%
M0M23,,M251SD2AE,1.55,1.19,0.99,0.90,0.87,,76.80%,64.00%,58.00%,56.00%,0.00%
M0M23,,M251SE3AE,1.75,1.34,1.12,1.02,0.98,,76.80%,64.00%,58.00%,56.00%,0.00%
M0M23,,M251SG6AE,2.25,1.73,1.44,1.31,1.26,,76.80%,64.00%,58.00%,56.00%,0.00%
M0M23,,M251ZD2AE,1.38,1.06,0.88,0.80,0.77,,76.80%,64.00%,58.00%,56.00%,0.00%
M0M23,,M252EC2AE,1.10,0.84,0.70,0.64,0.62,,76.80%,64.00%,58.00%,56.00%,0.00%
M0M23,,M252FC2AE,1.00,0.77,0.64,0.58,0.56,,76.80%,64.00%,58.00%,56.00%,0.00%
M0M23,,M252KE3AE,2.00,1.54,1.28,1.16,1.12,,76.80%,64.00%,58.00%,56.00%,0.00%
M0M23,,M252LC2AE,1.45,1.11,0.93,0.84,0.81,,76.80%,64.00%,58.00%,56.00%,0.00%
M0M23,,M252LD2AE,1.50,1.15,0.96,0.87,0.84,,76.80%,64.00%,58.00%,56.00%,0.00%
M0M23,,M252LE3AE,1.63,1.25,1.04,0.94,0.91,,76.80%,64.00%,58.00%,56.00%,0.00%
M0M23,,M252SE3AE,1.75,1.34,1.12,1.02,0.98,,76.80%,64.00%,58.00%,56.00%,0.00%
M0M23,,M252SG6AE,2.25,1.73,1.44,1.31,1.26,,76.80%,64.00%,58.00%,56.00%,0.00%
M0M23,,M252ZC2AE,1.13,0.86,0.72,0.65,0.63,,76.80%,64.00%,58.00%,56.00%,0.00%
M0M23,,M252ZD2AE,1.38,1.06,0.88,0.80,0.77,,76.80%,64.00%,58.00%,56.00%,0.00%
M0M23,,M2354LJFAE,4.98,3.82,3.18,2.89,2.79,,76.80%,64.00%,58.00%,56.00%,0.00%
M0M23,,M2354SJFAE,5.03,3.86,3.22,2.91,2.81,,76.80%,64.00%,58.00%,56.00%,0.00%
M0M23,,M2354KJFAE,5.10,3.92,3.26,2.96,2.86,,76.80%,64.00%,58.00%,56.00%,0.00%
M0M23,,M253LD3AE,2.15,1.65,1.38,1.25,1.20,,76.80%,64.00%,58.00%,56.00%,0.00%
M0M23,,M253LE3AE,1.75,1.34,1.12,1.02,0.98,,76.80%,64.00%,58.00%,56.00%,0.00%
M0M23,,M253ZE3AE,1.63,1.25,1.04,0.94,0.91,,76.80%,64.00%,58.00%,56.00%,0.00%
M0M23,,M256KE3AE,2.75,2.11,1.76,1.60,1.54,,76.80%,64.00%,58.00%,56.00%,0.00%
M0M23,,M261ZIAAE,3.75,2.88,2.40,2.18,2.10,,76.80%,64.00%,58.00%,56.00%,0.00%
M0M23,,M261SIAAE,3.88,2.98,2.48,2.25,2.17,,76.80%,64.00%,58.00%,56.00%,0.00%
M0M23,,M261KIAAE,4.03,3.09,2.58,2.33,2.25,,76.80%,64.00%,58.00%,56.00%,0.00%
M0M23,,M262ZIAAE,3.88,2.98,2.48,2.25,2.17,,76.80%,64.00%,58.00%,56.00%,0.00%
M0M23,,M262SIAAE,4.03,3.09,2.58,2.33,2.25,,76.80%,64.00%,58.00%,56.00%,0.00%
M0M23,,M262KIAAE,4.33,3.32,2.77,2.51,2.42,,76.80%,64.00%,58.00%,56.00%,0.00%
M0M23,,M263ZIAAE,4.03,3.09,2.58,2.33,2.25,,76.80%,64.00%,58.00%,56.00%,0.00%
M0M23,,M263SIAAE,4.18,3.21,2.67,2.42,2.34,,76.80%,64.00%,58.00%,56.00%,0.00%
M0M23,,M263KIAAE,4.45,3.42,2.85,2.58,2.49,,76.80%,64.00%,58.00%,56.00%,0.00%
M0M23,,M0A23EC1AC,1.58,1.21,1.01,0.91,0.88,,76.80%,64.00%,58.00%,56.00%,0.00%
M0M23,,M251KG6AE,2.50,1.92,1.60,1.45,1.40,,76.80%,64.00%,58.00%,56.00%,0.00%
M0M23,,M251LD2AE,1.50,1.15,0.96,0.87,0.84,,76.80%,64.00%,58.00%,56.00%,0.00%
M0M23,,M251ZC2AE,1.13,0.86,0.72,0.65,0.63,,76.80%,64.00%,58.00%,56.00%,0.00%
M0M23,,M252KG6AE,2.50,1.92,1.60,1.45,1.40,,76.80%,64.00%,58.00%,56.00%,0.00%
M0M23,,M252LG6AE,2.13,1.63,1.36,1.23,1.19,,76.80%,64.00%,58.00%,56.00%,0.00%
M0M23,,M252SD2AE,1.55,1.19,0.99,0.90,0.87,,76.80%,64.00%,58.00%,56.00%,0.00%
M0M23,,M071MD2AE,1.73,1.32,1.10,1.00,0.97,,76.80%,64.00%,58.00%,56.00%,0.00%
M0M23,,M071SE3AE,2.03,1.56,1.30,1.17,1.13,,76.80%,64.00%,58.00%,56.00%,0.00%
M0M23,,M071R1E3AE,2.88,2.21,1.84,1.67,1.61,,76.80%,64.00%,58.00%,56.00%,0.00%
M0M23,,M254SE3AE,2.25,1.73,1.44,1.31,1.26,,76.80%,64.00%,58.00%,56.00%,0.00%
M0M23,,M258KE3AE,2.88,2.21,1.84,1.67,1.61,,76.80%,64.00%,58.00%,56.00%,0.00%
M0M23,,M254SD2AE,1.75,1.34,1.12,1.02,0.98,,76.80%,64.00%,58.00%,56.00%,0.00%
M0M23,,M254KE3AE,2.63,2.02,1.68,1.52,1.47,,76.80%,64.00%,58.00%,56.00%,0.00%
M0M23,,M258SE3AE,2.38,1.82,1.52,1.38,1.33,,76.80%,64.00%,58.00%,56.00%,0.00%
M0M23,,NANO103ZD3AE,2.15,1.65,1.38,1.25,1.20,,76.80%,64.00%,58.00%,56.00%,0.00%
M0M23,,NANO103SD3AE,2.43,1.86,1.55,1.41,1.36,,76.80%,64.00%,58.00%,56.00%,0.00%
M0M23,,NANO103LD3AE,2.30,1.77,1.47,1.33,1.29,,76.80%,64.00%,58.00%,56.00%,0.00%
M0M23,,M0564SG4AE,3.75,2.88,2.40,2.18,2.10,,76.80%,64.00%,58.00%,56.00%,0.00%
M0M23,,M0564SE4AE,3.45,2.65,2.21,2.00,1.93,,76.80%,64.00%,58.00%,56.00%,0.00%
M0M23,,NUC126SE4AE,2.73,2.09,1.74,1.58,1.53,,76.80%,64.00%,58.00%,56.00%,0.00%
M0M23,,NUC126LE4AE,2.60,2.00,1.66,1.51,1.46,,76.80%,64.00%,58.00%,56.00%,0.00%
M0M23,,NUC123ZC2AN1,1.43,1.09,0.91,0.83,0.80,,76.80%,64.00%,58.00%,56.00%,0.00%
M0M23,,NUC123SC2AN1,1.50,1.15,0.96,0.87,0.84,,76.80%,64.00%,58.00%,56.00%,0.00%
M0M23,,NUC123LC2AN1,1.45,1.11,0.93,0.84,0.81,,76.80%,64.00%,58.00%,56.00%,0.00%
M0M23,,NANO120SD3BN,2.60,2.00,1.66,1.51,1.46,,76.80%,64.00%,58.00%,56.00%,0.00%
M0M23,,NANO110KD2BN,3.18,2.44,2.03,1.84,1.78,,76.80%,64.00%,58.00%,56.00%,0.00%
M0M23,,NANO120SD2BN,2.45,1.88,1.57,1.42,1.37,,76.80%,64.00%,58.00%,56.00%,0.00%
M0M23,,NANO110KD3BN,3.30,2.53,2.11,1.91,1.85,,76.80%,64.00%,58.00%,56.00%,0.00%
M0M23,,NANO110SD3BN,2.73,2.09,1.74,1.58,1.53,,76.80%,64.00%,58.00%,56.00%,0.00%
M0M23,,M058ZDN,1.68,1.29,1.07,0.97,0.94,,76.80%,64.00%,58.00%,56.00%,0.00%
M0M23,,M0518LC2AE,2.23,1.71,1.42,1.29,1.25,,76.80%,64.00%,58.00%,56.00%,0.00%
M0M23,,NANO102ZC2AN,2.10,1.61,1.34,1.22,1.18,,76.80%,64.00%,58.00%,56.00%,0.00%
M0M23,,NUC230SD2AE,3.45,2.65,2.21,2.00,1.93,,76.80%,64.00%,58.00%,56.00%,0.00%
M0M23,,NUC123ZD4AN0,1.45,1.11,0.93,0.84,0.81,,76.80%,64.00%,58.00%,56.00%,0.00%
M0M23,,NUC123LD4AN0,1.50,1.15,0.96,0.87,0.84,,76.80%,64.00%,58.00%,56.00%,0.00%
M0M23,,M254MD2AE,1.75,1.34,1.12,1.02,0.98,,76.80%,64.00%,58.00%,56.00%,0.00%
M0M23,,NUC100LD2DN,3.28,2.52,2.10,1.90,1.83,,76.80%,64.00%,58.00%,56.00%,0.00%
M0M23,,M256MD2AE,1.88,1.44,1.20,1.09,1.05,,76.80%,64.00%,58.00%,56.00%,0.00%
M0M23,,M254SG6AE,2.75,2.11,1.76,1.60,1.54,,76.80%,64.00%,58.00%,56.00%,0.00%
